Id_Direccion;Dirección;referencia_direc
17682;Av. Rio Amazonas N24-15  Y Wilson;
17683;Italia N31-65 y Mariana de Jesús;FRENTE A ESTADIO DEL AUCAS
17684;VIA CALACALI LA INDEPENDENCIA KM 120 KM 121;DOS CUADRAS AL SUR DE LA COLON
17685;Jose de Abascal N39-250 Av. Gaspar de Villaroel;
17686;Mariscal Foch E8-14 y Diego de Almagro;
17687;Av. Rumichaca S26-365 Y Moro moro;
17688;Juan Leon Mera 1574 y PINTA;ENTRADA A LOS GUABOS
17689;Isla Isabela N44-27 y Av. Rio Coca;A 300 M GASOLINERA PUMA
17690;GENERAL CORDOVA Y JUAN MONTALVO FRENTE AL CUERPO DE BOMBEROS;JUNTO AL COLEGIO ANDERSON
17691;AV. RUMIÑAHUI 528 Y QUINTA TRASVERSAL;
17692;Siena 318 y Calle A;
17693;De Los Madroños N47-251 Y CÉSAR SANDINO;AEROPUERTO
17694;Gaspar de Villaroel e5-35 e Isla Isabela;
17695;JOAQUíN PINTO   E4-358  Y AV. AMAZONAS;A UNA CUADRA DE HOSPITAL EUGENIO ESPEJO
17696;KM.1 VIA SALAHONDA, PARROQUIA SUMACO;ENTRADA PARQUE NACIONAL COTOPAXI
17697;Via  a Yaruqui S/N y S/N;
17698;Av. Rio Amazonas N34-289 y Av. Atahualpa;
17699;Av. Gran Colombia N15-220 y Yaguachi;JUNTO AL HOTEL EMPERADOR
17700;PANAMERICANA NORTE S/N FRENTE A LA ENTRADA DEL PARQUE NACIONAL COTOPAXI;MULTIPLAZA PORTOVIEJO
17701;C.C. SAN LUIS SHOPPING - PATIO DE COMIDAS;CC PASEO SHOPPING BAHIA DE CARAQUEZ
17702;ELIA LIUT Y AV. GIL RAMIREZ DAVALOS;JUNTO A LA CATEDRAL
17703;AV. PEDRO FERMIN CEVALLOS S/N JOAQUÍN LALAMA;FRENTE AL GRAN AKI EDIFICIO SUPERMERCADO SANTA MARÍA
17704;5 DE JUNIO SN SN;PATIO DE COMIDAS CENTRO COMERCIAL RIVER MALL
17705;AV. ROTARIA SN SN;FRENTE A LA ACADEMIA DE GUERRA C.C. MULTIPLAZA LOS CHILLOS
17706;;C.C. SAN LUIS SHOPPING PATIO DE COMIDAS
17707;AV. GENERAL ENRIQUEZ S/N GARCIA MORENO;C.C. SAN LUIS JUNTO AL ESPAÑOL
17708;;PATIO DE COMIDAS C.C  SAN LUIS JUNTO POLLOS STAV
17709;AV. GENERAL ENRIQUEZ S/N Y PASAJE E Y F;FRENTE A LAS MENESTRAS DEL NEGRO
17710;AV. SAN LUIS S/N ISLA SANTA CLARA;
17711;;
17712;;
17713;Av. GENERAL RUMIÑAHUI S/N SAN LUIS;
17714;PASEO SHOPPING, PLANTA ALTA;
17715;VIA A SAMBORONDON S/N  C.C. VILLAGE PLAZA  PISO#2  OFIC. #224;
17716;VIA GYE DAULE PASEO SHOPPING, LOCAL C7;
17717;MALL DEL PACIFICO;
17718;AV. DE LA PRENSA S/N Y RIGOBERTO HEREDIA. C.C. PLAZA ALEGRIA;
17719;AV. MALDONADO S10-194 Y CALVA. C.C. EL RECREO PLAZA;
17720;AV. FCO DE ORELLANA S/N Y AV. GUILLERMO PAREJA - C.C. RIOCENTRO NORTE, C7-C8;
17721;AV. FELIPE PEZO S/N Y BENJAMIN CARRION, C.C. CITY MALL, LOCAL FC-008;
17722;AV. FELIPEZ PEZO S/N Y BANJAMIN CARRION, C.C. CITY MALL, LOCALES 32-33;
17723;VÍA PERIMETRAL, SUPER AKI ENTRADA 8;
17724;CALLE VIGESIMO NOVEMA S/N Y SEDALANA;
17725;AV.BENJAMIN ROSALES Y JAIME ROLDOS AGUILERA PISO I ISLA;
17726;AV. DE LAS AMERICAS S/N, AEROPUERTO  JOSE JOAQUIN DE OLMEDO P.B (REF. AREA ARRIBO NACIONAL);
17727;VIA PERIMETRAL, C.C. MALL EL FORTIN, P.B., ISLA;
17728;QUITO 1130 Y AGUIRRE;
17729;AV. 9 DE OCTUBRE #730 ENTRE GARCIA AVILES Y BOYACA;
17730;TUNGUTAHUA #409 Y AV. 9 DE OCTUBRE;
17731;C.C. MALL DEL SUR, LOCAL # 264;
17732;AV. FELIPE PEZO S/N Y BENJAMIN CARRION, C.C. CITY MALL, LOCAL FC-014;
17733;AUTOPISTA DURAN BOLICHE, C.C. PASEO SHOPPING DURÁN, LOCAL C-02;
17734;VIA QUEVEDO -BUENA FE C.C PASEO SHOPPING QUEVEDO LOCAL C-3;
17735;VIA A LA AURORA S/N, C.C. RIOCENTRO EL DORADO, PISO 1, OF.  C-4;
17736;VIA DURAN - BOLICHE, PASEO SHOPPING DURAN, P.B., ISLA;
17737;TERMINAL TERRESTRE ;
17738;RODOLFO BAQUERIZO, VILLA 23 Y ALAMEDA;DIAGONAL AL PARQUE RECREATIVO NUEVA LOJA
17739;AVDA. MARIANO ACOSTA Y OBISPO ALEJANDRO PASQUEL;
17740;AV. VICTOR CARTAGENA No.6-50;
17741;AV. MARIANO ACOSTA S/N FRAY VACAS GALINDO LAGUNA MALL;
17742;AV. QUITO s/n JORGE AÑAZCO;
17743;CC RIOCENTRO DE ENTRERIOS LOCAL C9;
17744;VIA LA AURORA, C.C. RIOCENTRO EL DORADO, PISO 1 C27;
17745;AV.ORILLAS DEL ZAMORA Y JUAN DE ALDERETE;
17746;AV. RAUL CLEMENTE HUERTA S/N Y AV. ABDON CALDERON;CENTRO COMERCIAL BATAN
17747;PASEO SHOPPING;FRENTE AL PARQUE DE LA BASILICA
17748;AV. AQUILES CARRIEL S/N Y JOSE ECEVERRIA;
17749;AV. JOSE RODRIGUEZ BONIN S/N Y AV. BARCELONA SPORTING CLUB, SUPER AKI SAN EDUARDO, OFICINA 2;MULTIPLAZA
17750;REMIGIO CRESPO S/N SANTA CRUZ;SUPERMERCADO OK
17751;AMBATO S/N 16 DE DICIEMBRE; JUNTO AL COMERCIAL SANTA MARIA 
17752;TERMINAL TERRESTRE;
17753;;FRENTE A LA PIZZERIA EL HORNERO
17754;;
17755;ELOY ALFARO S/N LEOPOLDO FREIRE;
17756;CENTRO COMERCIAL LA PLAZA SHOPING;
17757;;
17758;CENTRO COMERCIAL MALECON 2000 LOCAL 10,  11,  12.;
17759;C.C. COCCO MANTA;INTERIOR DEL PASEO SHOPPING
17760;AV. 5 DE JUNIO, CENTRO COMERCIAL MULTIPLAZA PORTOVIEJO;CENTRO COMERCIAL MILENIUM PLAZA
17761;AV. DOMIN COMIN Y CALLE 50, SOLAR 1 EDF. GRAN AKI DOMINGO COMIN, PLANTA BAJA, LOCAL 2;CC PASEO SHOPPING PORTOVIEJO
17762;AEROPUERTO TERMINAL AEREO;
17763;AV.  ANTONIO JOSÉ DE SUCRE S/N BEGONIAS;
17764;JOSE PERALTA S/N CORNELIO MERCHAN;
17765;JORGE WASHINGTON SN VIA PORTOVIEJO MANTA;
17766;9 DE OCTUBRE 730 ENTRE BOYACA Y GARCIA AVILES;
17767;C.C. PASEO  SHOPPING;
17768;CC SAN MARINO,  LOCAL L1- 07, PATIO DE COMIDAS;
17769;MALECON 2000, PLAZONETA DECOMIDAS SECTOR 7 LOCAL 2;
17770;AV. GENERAL CORDOVA #206 Y JUAN MONTALVO;CENTRO COMERCIAL MALL DEL RIO
17771;AV. 25 DE JULIO Y JOSE DE LA CUADRA CC. MALL DEL SUR LOCAL #262;MOLL MALTERÍA PLAZA (PB L 24-26)
17772;AV. 25 DE JULIO Y JOSE DE LA CUADRA CC. MALL DEL SUR LOCAL #26;
17773;CDLA. LA GARZOTA: CALLE GUILLERMO PAREJA ROLANDO ENTRE LA 32 Y 33;
17774;AV FELIPE II S/N CIRCUNVALACION SUR;
17775;AV. ELOY ALFARO S/N S/N GATAZO;
17776;AV. 25 DE JULIO C.C RIO CENTRO SUR LOCAL 6;
17777;C.C EL PASEO  SHOPPING, PRESIDENTE  ESPINOZA   AV  . 17 DE SEPTIEMBRE;CENTRO COMERCIAL MIRAFLORES
17778;AV. DE LAS AMERICAS S/N Y JAIME ROLDOS;
17779;AV. PEDRO MENENDEZ GILBERT S/N OFICINA PB;
17780;18 DE NOVIEMBRE Y GOBERNACIÓN DE MAINAS;
17781;AV ELIA LIUT S/N GIL RAMIREZ DAVALOS;
17782;AV. FRANCISCO DE ORELLANA S/N Y CALLE 13, KENNEDY NORTE, ESTACIÓN DE SERVICIO EXXON MOBIL;
17783;PEDRO MONCAYO # 1005 Y VELEZ;FRENTE AL TERMINAL TERRESTRE
17784;AV. DEL BOMBERO  VIA A LA COSTA C.C. RIOCENTRO LOS CEIBOS LOCAL 3 PATIO DE COMIDA;C.C PASEP SHOPPING
17785;VÍA GUAYAQUIL - DAULE, C.C. PASEO SHOPPING VÍA DAULE, LOCAL C-3;
17786;AV. 9 DE OCTUBRE S/N Y PASAJE B EDIFICIO MALECÓN PB;
17787;AV. DANIEL LEÓN BORJA S/N EPLICACHIMA;
17788;AV. QUITO S/N AV. ABRAHMA CALAZACON;
17789;C.C. EL PASEO SHOPPING PLAYAS, L-C2-3;
17790;AV. FRANCISCO DE ORELLANA E ISIDRO AYORA, EDIF. GRAN AKI, MUCHO LOTE, LOCALES 5-6;
17791;AV. DEL BOMBERO S/N Y JOSE RUBIRA. P.B.;
17792;AV BENJAMIN ROSALES S/N Y AV JAIME ROLDOS AGUILERA, TERMINAL TERRESTRE, PATIO DE COMIDAS, LOCAL 62;
17793;KM. 12,5 VÍA GUAYAQUIL - DAULE, C.C. HIPERMARKET, LOCAL 1-2;
17794;ROCAFUERTE 906 Y JUAN MONTALVO;
17795;SALIDA DE MACHALA -PASEO SHOPPING MACHALA;
17796;VÍA PERIMETRAL, MALL EL FORTÍN, LOCAL 266-267;
17797;VIA QUEVEDO - BUENA FE, C.C. PASEO SHOPPING QUEVEDO, LOCAL C-5;
17798;AUTOPISTA DURÁN - BOLICHE, PASEO SHOPPING DURÁN, OFICINA C-10;CENTRO COMERCIAL MONAY SHOPPING
17799;VIA GUAYAQUIL - DAULE S/N EDF- EL PASEO SHOPING VIA DAULE, LOCAL C-7;
17800;PORTETE S/N Y CALLE 17 AVA ;
17801;P.V. MALDONADO Y MANABI (C.C. MULTI PLAZA);MULTIPLAZA AMBATO
17802;GONZALES SUAREZ S/N EMILIANO ZAPATA;GRAN AKI
17803;CERVANTES Y MONTALVO;A LADO DE LA GASOLINERA
17804;AV. MALECÓN (PASEO SHOPPING);EDIFICIO MALECÓN PB
17805;AV. DE LAS AMERICAS S/N AV. GONZALEZ SUAREZ;MALL DE LOS ANDES
17806;AV. ESMERALDAS S/N RÍO PASTAZA; JUNTO A LA UNION DE EDUCADORES 
17807;VIA PUEBLO VIEJO CALLE 18; PASEO SHOPPING QUEVEDO (Local No C3) 
17808;AV. 9 DE OCTUBRE S/N Y PASAJE B; PASEO SHOPPING QUEVEDO (Local No C5) 
17809;AV. ATAHUALPA S/N AV. VICTOR HUGO; CENTRO COMERCIAL VICTORIA VENTURA PLAZA 
17810;VIA PUEBLO VIEJO S/N CALLE 18;
17811;VIA QUEVEDO - BUENA FE S/N SECUNDARIA;
17812;VIA QUEVEDO - BUENA FE S/N SECUNDARIA; CENTRO DE GUAYAQUIL A 1 CUADRA DE IGLESIA SAN FRANCISCO 
17813;AV. 7 DE OCTUBRE S/N DECIMA TERCERA; CENTRO COMERCIAL RIOCENTRO SUR&nbsp  
17814;AV. BEJAMIN ROSALES S/N Y AV. JAIME ROLDOS AGUILERA LOCAL 66 PLANTA BAJA; FRENTE A EDIFICIO CLARO&nbsp  
17815;KM. 1.5  DURAN - TAMBO; TERMINAL TERRESTRE MANTA (Patio de Comidas) 
17816;AV. 9 DE OCTUBRE 423 CHIMBORAZO; ENTRADA A TULCAN&nbsp  
17817;25 DE JULIO S/N PIO JARAMILLO; GRAN AKI VINCES&nbsp  
17818;AV. FRANCISCO DE ORELLANA  S/N SECUNDARIA; JUNTO A KFC&nbsp  
17819;VIA PUERTO - AEROPUERTO S/N SECUNDARIA; MALL DEL SUR (PATIO DE COMIDAS) 
17820;AV VEINTIMILLA  S/N AV ANDRES BELLO; BARRIO GIRO DE CHIGUILPE 
17821;AQUILES CARRIEL S/N JOSE ECHEVERRIA; PASEO SHOPPING SANTO DOMINGO (Patio de Comidas) 
17822;9 DE OCTUBRE 730 ENTRE GARCIA AVILES Y BOYACA; GRAN AKI SANTO DOMINGO&nbsp  
17823;AV. 25 DE JULIO S/N JOSE DE LA CUADRA; MALECON&nbsp  
17824;VIA A QUITO S/N SECUNDARIA; PASEO SHOPPING BABAHOYO (Patio de Comidas) 
17825;AV. QUITO  S/N DELICIA; CENTRO COMERCIAL PASEO SHOPPING DURAN 
17826;AV. ESMERALDAS  S/N RIO PASTAZA; PASEO SHOPPING MANTA (Patio de Comidas) 
17827;AV. 9 DE OCTUBRE  S/N PASAJE B; JUNTO A ESTACION DE GASOLINA TERPEL&nbsp  
17828;VIA GUAYAQUIL - BABAHOYO S/N SECUNDARIA; DIAGONAL AL HOSPITAL DE GUAYAQUIL&nbsp  
17829;AUTOIPISTA DURAN - BOLICHE S/N SECUNDARIA; CENTRO COMERCIAL PLAZA QUIL 
17830;4 DE NOVIEMBRE S/N SECUNDARIA; FRENTE A AEROPUERTO JOSE JOAQUIN DE OLMEDO&nbsp  
17831;VIA A QUEVEDO S/N SECUNDARIA; CENTRO COMERCIAL MALL DEL SUR&nbsp  
17832;VIGESIMO NOVENA  S/N SEDALANA; FRENTE A MI COMISARIATO 
17833;AV. LUIS PLAZA DANIN  S/N SECUNDARIA; GRAN AKI DOMINGO COMIN 
17834;AV. DE LAS AMERICAS S/N SECUNDARIA; CENTRO COMERCIAL MALL DEL SOL&nbsp  
17835;AV. 25 DE JULIO  S/N JOSE DE LA CUADRA; FRENTE A IGLESIA NUESTRA SEÑORA DE LA ALBORADA 
17836;AV. 9 DE OCTUBRE 730 BOYACA; SAN RAFAEL - JUNTO POLLO CAMPERO    &nbsp  
17837;AV. DOMINGO COMIN  S/N CALLE 50;DENTRO DEL CENTRO COMERCIAL IÑAQUITO
17838;AV. JOAQUIN ORRANTIA  S/N  AV. FRANCISCO DE ORELLANA ;C.C EL JARDIN P. COMIDAS
17839; AV. GUILLERMO PAREJA S/N JOSE MARIA EGAS;C.C. EL BOSQUE
17840;AV. GRAL. RUMIÑAHUI 255 ISLA GENOVESA;PLANTA BAJA DEL C.C. QUICENTRO NORTE
17841;Av. Amazonas N36-156 Y AV. NACIONES UNIDAS (cc. iñaquito);A UNA CUADRA DE LA PLAZA DEL TEATRO
17842;av. amazonas s/n y av. república (cc. el jardín);AL LADO DEL IESS
17843;av. del parque s/n y ALONSO TORRES (C. C. EL BOSQUE);ACCESO 5 FRENTE A ALMACENES CRÉDITOS ECONÓMICOS
17844;Av. Naciones Unidas S/N y Av. De los Shyris (cc. comercial quicentro shopping);A UNA CUADRA DEL COLEGIO ALBERNIA
17845;Guayaquil N9-02 y Esmeraldas;ANTES DEL HOSPITAL ANDRADE MARÍN
17846;Av. 10 de Agosto N17-169 Y PASAJE CARACAS;A LADO DE LA GASOLINERA PRIMAX
17847;Av. Pedro Vicente Maldonado S11-122 y Manuel Carrión (cc. el recreo);DIAGONAL A LA CASA DE LA CULTURA
17848;Av. la Prensa 5545 y Rigoberto Heredia;GASOLINERA MOBIL
17849;Av. América N19-39 Y Alejandro Luna Andrade;CERCA DE PLAZA CUMBAYÁ
17850;AV. Amazonas S/N Y Av. El Inca;C.C. SCALA SHOPPING
17851;Av. Patria E7-35 y Av. 6 de Diciembre;A DOS CUADRAS AL SUR DEL CUARTEL VENCEDORES DE PICHINCHA
17852;AV. GALO PLAZA LASSO S/N y josé RAFAEL BUSTAMANTE;CC EL RECREO PATIO DE COMIDAS ANTIGUO
17853;Av interoceánica  S/n Y S/n;GASOLINERA SHELL SUR
17854;Av. Interoceánica S/N y S/N (cc. scala shopping);ESQUINA DE LA COLÓN Y 6 DE DICIEMBRE
17855;teniente michelena 507 y Cabo Minacho;PATIO DE COMIDAS VENTURA MALL
17856;Av. Pedro Vicente Maldonado S11-122 Y miguel carrión;FRENTE A PAYLESS
17857;Av. Mariscal Sucre 7673 y Taisha;JUNTO A TROPIBURGUER
17858;Av. colón E9-89 Y AV. 6 DE DICIEMBRE;C.C.CONDADO SHOPPING
17859;Av. Interoceánica  S/n Y Federico González (C.C. VENTURA MALL);FRENTE A LA PARADA DEL METRO
17860;Av. ColÓn S/N y Av. 10 de Agosto;DIAGONAL A LA PARADA DEL CORREDOR ORIENTAL EPICLACHIMA
17861;Av. InteroceÁnica  S/N Y Juan Montalvo;AL LADO DEL IESS DE EL EJIDO
17862;Av. De la Prensa S/N y Av. Kennedy (C.C. cONDADO SHOPPING);AL FRENTE DEL BANCO PICHINCHA DE LA BRASIL
17863;Av. De la Prensa N53-36 y RÍo Vuano;DIAGONAL AL PUENTE A DESNIVEL
17864;Av. Maldonado S/N y Pungala;A UNA CUADRA DEL COLEGIO MILITAR ABDON CALDERÓN
17865;Av. 10 de Agosto N15-03 Y JosÉ RiofrÍo;FRENTE AL REDONDEL DE LA FLORESTA
17866;Av. América N39-47 y Av. Brasil;A UNA CUADRA DEL QUICENTRO
17867;AV. ALONSO DE ANGULO 233 Y MARIANO GUERRA;LA KENEDY LAS ACACIAS
17868;MICHELENA OE6-17 Y JOAQUíN TIPANTUÑA;ESQUINA DE MACHALA Y VACA DE CASTRO
17869;Coruña E14-182 y Madrid;A UNA CUADRA DEL COLEGIO ALBERNIA
17870;Av. 6 de Diciembre N37-157 Y El Comercio;FRENTE A LA VICEPRESIDENCIA
17871;Av. RÍo Amazonas N45-96 Y De la Canela;CENTRO COMERCIAL GRANADOS PLAZA
17872;vaca de castro OE5-293 y machala;CENTRO COMERCIAL EL RECREO PLAZA
17873;Av. DE La Prensa N61-104 Y Av. Del Maestro;CC EL RECREO PLAZA PATIO DE COMIDAS RECREO PLAZA
17874;Benalcázar N4- 59 y CHILE;ACCESO 2 FRENTE A MARATHON SPORTS
17875;AV DE LOS GRANADOS S/N y AV. 6 DE DICIEMBRE (C.C. GRANADOS PLAZA);C.C. QUICENTRO SHOPPING PISO 2 LOCAL 40K
17876;Av. Pedro Vicente Maldonado  S10-194 Y CALVAS (C.C. RECREO PLAZA);(QUICENTRO SUR) PATIO DE COMIDAS JUNTO A MC DONALDS
17877;Av. Pedro Vicente Maldonado S10-194 Y calvas;INTERIOR DEL CC QUICENTRO SUR FRENTE AL ESPAÑOL
17878;Av. Pedro Vicente Maldonado S10-194 Y CALVAS;MEGAMAXI 6 DE DICIEMBRE
17879;Av. Naciones Unidas S/N y Av. 6 De Diciembre (cc. quicentro shopping);GRAN AKI CARAPUNGO
17880;Av. Quitumbe Ñan  S/N y Rafael Morán Valverde (CC. QUICENTRO SUR);C.C. GRAN AKI L4
17881;av. QUITUMBE ÑAN S/N y AV. RAFAEL MORÁN VALVERDE (cc. Quicentro Sur);A UNA CUADRA DEL PARQUE
17882;Av. 6 de Diciembre S/N y Germán Alemán;QUICENTRO SUR PATIO DE COMIDAS
17883;Capitán Geovanny Calles S/N y Padre Luis Vacari;C.C. QUITO AIRPORT CENTER
17884;Juan Molineros S/N y De Los Jazmines;CALLE LA J ESQUINA
17885;AV. PADRE LUIS VACCARI OE-18,B12E Y RUMIÑAHUI;AKI DE SOLANDA
17886;Av. Quitumbe Ñan S/N Y RAFAEL Morán Valverde;PASEO SANTA MARÍA
17887;conector de alpachaca S/N Y s/n;PLAZA SANTA MARIA
17888;JOSÉ MARÍA ALEMÁN S/N  y JUAN BARRETO;COMITE DEL PUEBLO
17889;Simón Guerra S/N Y José María Alemán;JUNTO A FARMACIAS ECONÓMICAS
17890;AV. Guayañay Ñan S/N Y RUMICHACA;FRENTE A LAS CANCHAS DEL DEPORTIVO QUITO
17891;SAN FRANCISCO DE RUMIHURCO S/N Y AV. MARISCAL SUCRE;DENTRO DEL SUPERMERCADO SANTA MARIA DE LA VILLAFLORA
17892;av. jorge garcés n60-108 y luis tipán;JUNTO AL AKI DE LA 10 DE AGOSTO
17893;carapungo oe4-149 y quitus;CENTRO MUNDO SHOPPING
17894;clemente yerovi s/n y alejandro ponce;PLATAFORMA GUBERNAMENTAL
17895;corazón 320 y casitagua;(C.C. PLAZA DE LAS AMÉRICAS)
17896;av. galo plaza lasso s/n Y pablo paredes;SANTA MARIA DE CHILLOGALLO
17897;AV. 13 DE JUNIO N1-52  Y AV. EQUINOCCIAL;(C.C. EL BOSQUE) PATIO DE COMIDAS
17898;av. AMAZONAS S/N  Y JOSÉ de VILLALENGUA;JUNTO AL SANTA MARÍA
17899;AV. NACIONES UNIDAS OE4-27 Y AV. REPÚBLICA (CC. PLAZA DE LAS AMÉRICAS);INTERIOR DEL C.C. PORTAL SHOPPING
17900;av. mariscal sucre s/n y coronado;EN EL GRAN AKI DE GUAMANI
17901;av. del parque S/N Y alonso de torres (cc. el bosque);
17902;AV. DIEGO DE VÁSQUEZ s/n y bellavista;
17903;AV. SIMóN BOLíVAR S/N y PANAMERICANA NORTE;FRENTE ALM SEGARRA HOME CENTER
17904;Av. pedro vicente maldonado S/n Y calle f;cerca de
17905;Joaquin Pinto E4-353 y Juan Leon Mera;VIA ANTIGUA A CONOCOTO
17906;MALL DE LOS ANDES;DETRO DE CONJUNTO RESIDENCIAL URBANIZACION VALLE 1
17907;BUENAVISTA 505 AV ROCAFUERTE;
17908;Via Salinas km 7 1/2 N/A;EDF. SASSARI PISO 3 OFICINA 3B
17909;Joaquina Vargas OE3-324 Y Abdón Calderón; DETRAS&nbsp DEL HOTEL FINCH BAY, EDIFICIO REINA SILVIA 
17910;DE LOS EUCALIPTOS 23A RobleS;TORRE CAROLINA, PISO 9, EN LAS OFICINAS DE CAPTUR
17911;RECINTO UNIDOS VENCEREMOS KM 135 VIA LA INDEPENDENCIA;DIAGONAL AL COLEGIO TECNICO
17912;WHYMPER N27-70 Y ORELLANA;FRENTE AL COLEGIO TECNICO JULIO MORENO ESPINOZA
17913;DETRAS DEL HOTEL FINCH BAY S/N SIN CALLE SECUNDARIA;REDONDEL LA FLORESTA
17914;Rumipamba E2-324 y av. AMAZONAS;
17915;RIO CHIMBO SN JUNIN;FRENTE A LA IGLESIA SANTA TERESITA
17916;CHORRERA DEL NAPA 104 AV. QUITO;FRENTE A SANDUCHES EL ESPAÑOL
17917;Federico González Suárez N27-142 y Av. Orellana;
17918;Av. De la Prensa  N51-20 y Av. Rio Amazonas;
17919;JOSE ARÍZAGA 112 Y JORGE DROM;
17920;Wilson N23-108 y Juan León Mera;
17921;Gangotena  N26-34 y Santa Maria;EDF. ALMAGRO PLAZA, PISO 11, OF. 1108
17922;C.C. MALL DEL SOL LC. 12;FRENTE CANAL MAJESTAD
17923;RIOS SOLAR #101  MZ. CC1  EDIF. VILLAGE PLAZA  OFIC. 19;FRENTE AL EDIF. UNP, JUNTO A LA PRIMAX
17924;Av. 6 de Diciembre 106-110 y German Aleman;INTERIORES AEROPUERTO MARISCAL SUCRE
17925;Pedro Ponce carrasco E8-06 y AV. DIEGO DE ALMAGRO;
17926;GUAYAQUIL 203 RIO MULAUTE;C C AMAZONAS LOCAL 16
17927;Iñaquito N12-61 y Av. Naciones Unidas;
17928;Av. Principal S/N Y S/N;CENTRO COMERCIAL APARQUE INGLES LOCAL 27 PISO 1
17929;AV. DE LAS AMERICAS S/N AEROPUERTO JOSE JOAQUIN DE OLMEDO, PISO 3;
17930;Av. Rio Amazonas N23-23 e Ignacio de Veintimilla;KM 2.6 VIA TAMBO-YANAHURCO
17931;Jose Tamayo N24-283 y Lizardo Garcia;
17932;AV DR JOSé FERNáNDEZ SALVADOR n57-147 y JULIO LARREA;MALL EL JARDIN, PB, LC 144
17933;Carlos Tobar E6-119 y Eloy Alfaro;FRENTE AL EDIFICIO DE MIGRACION, MALL EL JARDIN  PB  LC 145
17934;PAMPAS DE LIMPIOS S/N SECUNDARIA;C.C. QUICENTRO SHOPPING, PISO 2, LC34
17935;MONTUFAR 458 Y MERCADO;C.C. EL JARDÍN PISO 2
17936;av. república  n6-114 Y AV. AMAZONAS;C.C. EL CONDADO FRENTE A LA ESCUELA SIXTO DURAN BALLEN
17937;AV. REPUBLICA N6-114 AV. AMAZONAS (c.c. mall el jardin);SCALA SHOPPING JUNTO AL HOSPITAL DE LOS VALLES
17938;sHYRIS  S/N AV. NACIONES UNIDAS;EN EL C.C. QUICENTRO NORTE
17939;Republica N6-114 Amazonas (mall el jardin);JUNTO A LA PARILLADA DE HOMERO
17940;MARISCAL SUCRE  S/N Y LA PRENSA (C.C. CONDADO SHOPPING);
17941;Av. Interoceánica S/N y S/N (scala shopping);C.C. VENTURA MALL
17942;LOS SHYRIS S/N y NACIONES UNIDAS;DIAGONAL AL JW MARRIOT
17943;NACIONES UNIDAS E9-138 REPUBLICA DE EL SALVADOR;
17944;GONZÁLEZ SUÁREZ S/N Y CAAMAÑO;
17945;Av. Interoceanica  s/n Y Gonzalez SUÁREZ (ventura mall);DIAGONAL AL PARQUE JULIO ANDRADE
17946;Av. Río Amazonas N26-179 y orellana;JUNTO AL PALACIO DE GOBIERNO
17947;MALECON JULIO IZURIETA Y GENERAL CORDOVA;JUNTO AL PALACIO DE GOBIERNO
17948;KM. 101 VIA SALANGO.;CC QUICENTRO SUR, PATIO DE COMIDAS
17949;GENERAL VEINTIMILLA E1-15 y Av. Diez de Agosto;
17950;Chile OE5-54 y García Moreno;EDIF. PLAZA DE VIZCAYA OF. 202, 2DO PISO
17951;Chile 1270 y Benalcázar;DIAGONAL A LA IGLESIA DE LA CONCEPCION
17952;Av. MorÁn Valverde S/N y Quitumbe Ñan;A DOS CUADRAS DEL COLEGIO DON BOSCO
17953;PANAMERICANA NORTE KM. 1 1/2;DIAGONAL AL MUCHACHO TRABAJADOR
17954;pradera e7-21 y mariana de jesús;CENTRO COMUNITARIO YUNGUILLA
17955;pedro Trasversari  160 y Av. De la Prensa; A pocos pasos del hotel Fiesta 
17956;MORAIMA CARVAJAL N52-59 y CAPITáN RAMóN BORJA;MEDIA CUADRA AL SUR DEL MINISTERIO DE SALUD.
17957;Av. De la Prensa N70-10 Y EZEQUIEL MarqueS;
17958;CALLE PRINCIPAL  S/N y secundaria;A DOS CUADRAS DE LA DINAPEN
17959;Moises Brito 55 Juan Montalvo;FRENTE AL COLEGIO EL SAUCE
17960;LUIS CORDERO E5-31 Y JUAN LEÓN MERA;
17961;C.MOISES BRITO Y JUAN MONTALVO;A DOS CUADRAS DE MOVISTAR
17962;Av. Gral. Eloy Alfaro LT 10 A y De los Helechos;
17963;OSWALDO GUAYASAMIN 1000 y El Sauce;A TRAS DE MOVISTAR
17964;Av. De los Shyris N38-41 y El Telegrafo;TRES KILOMETROS HACIA ADENTRO INGRESANDO POR LA CALLE DE LA HOSTERÍA PARAISO DEL DEL PESCA
17965;Av. De la Republica E8-44 Av. Diego de Almagro;EPICENTRO
17966;AV. GRAL. RUMIÑAHUI E ISLA SAN CRISTOBAL 417;FRENTE A LAVANDERIAS MUNICIPALES 5 ESQUINAS
17967;Mariano Aguilera E7-121 Martin Carrion;A DOS CUADRAS DE LA PIZZA HUT
17968;PRINCIPAL S/N  Y SECUNDARIA;DIAGONAL A LA UNIDAD JUDICIAL TERCERA DE LA FAMILIA, MUJER, NIÑOS Y ADOLESCENCIA
17969;Lizardo Garcia E6-15 y Juan Leon Mera;A UNA CUADRA DE LA UDET
17970;Bartolome Alvez S8-220  Rodrigo de Ocampo;A DOS CUADRAS DEL DISPENSARIO IESS DE LA SANTIAGO
17971;de los liquenes N50-237 y de las frutillas;JUNTO A LA EMBAJADA DE COLOMBIA
17972;Ignacio de Veintimilla E4-218 y Juan León Mera;
17973;Machala N68-66 y Belisario Torres;
